ID_Alumno,Modalidad,Calificacion,Rendimiento,Aprendizaje
535,Online,58,Bajo,Muy bueno
538,Online,66,Bajo,Muy bueno
541,Online,71,Medio,Bueno
543,Online,51,Bajo,Excelente
546,Online,82,Medio,Pobre
549,Online,94,Alto,Excelente
550,Online,58,Bajo,Excelente
553,Online,58,Bajo,Bueno
559,Online,82,Medio,Pobre
560,Online,62,Bajo,Pobre
561,Online,54,Bajo,Regular
562,Online,88,Medio,Excelente
564,Online,55,Bajo,Excelente
566,Online,79,Medio,Muy bueno
570,Online,52,Bajo,Regular
571,Online,93,Alto,Regular
573,Online,69,Bajo,Excelente
574,Online,75,Medio,Pobre
575,Online,62,Bajo,Bueno
577,Online,87,Medio,Bueno
578,Online,97,Alto,Excelente
581,Online,99,Alto,Regular
583,Online,57,Bajo,Regular
586,Online,71,Medio,Pobre
587,Online,73,Medio,Excelente
589,Online,81,Medio,Bueno
590,Online,89,Medio,Regular
591,Online,70,Medio,Excelente
592,Online,57,Bajo,Regular
593,Online,69,Bajo,Regular
598,Online,91,Alto,Bueno
604,Online,66,Bajo,Muy bueno
605,Online,91,Alto,Pobre
606,Online,64,Bajo,Pobre
612,Online,97,Alto,Bueno
613,Online,82,Medio,Regular
614,Online,54,Bajo,Excelente
615,Online,94,Alto,Regular
627,Online,69,Bajo,Bueno
628,Online,93,Alto,Pobre
629,Online,54,Bajo,Regular
632,Online,62,Bajo,Pobre
633,Online,55,Bajo,Excelente
634,Online,63,Bajo,Pobre
635,Online,66,Bajo,Pobre
636,Online,63,Bajo,Muy bueno
637,Online,100,Alto,Muy bueno
640,Online,74,Medio,Muy bueno
641,Online,96,Alto,Pobre
643,Online,75,Medio,Bueno
645,Online,51,Bajo,Pobre
648,Online,71,Medio,Bueno
649,Online,69,Bajo,Bueno
652,Online,96,Alto,Muy bueno
653,Online,74,Medio,Regular
654,Online,67,Bajo,Excelente
656,Online,89,Medio,Muy bueno
662,Online,71,Medio,Muy bueno
665,Online,76,Medio,Regular
668,Online,73,Medio,Excelente
669,Online,98,Alto,Pobre
672,Online,70,Medio,Pobre
674,Online,83,Medio,Muy bueno
676,Online,85,Medio,Excelente
677,Online,68,Bajo,Muy bueno
680,Online,64,Bajo,Bueno
682,Online,61,Bajo,Muy bueno
684,Online,87,Medio,Muy bueno
685,Online,100,Alto,Pobre
686,Online,58,Bajo,Pobre
687,Online,64,Bajo,Pobre
690,Online,87,Medio,Bueno
694,Online,51,Bajo,Pobre
695,Online,84,Medio,Excelente
696,Online,54,Bajo,Regular
698,Online,80,Medio,Excelente
699,Online,93,Alto,Excelente
701,Online,66,Bajo,Pobre
702,Online,62,Bajo,Regular
703,Online,72,Medio,Regular
704,Online,52,Bajo,Regular
705,Online,70,Medio,Bueno
706,Online,74,Medio,Pobre
712,Online,69,Bajo,Regular
713,Online,70,Medio,Bueno
714,Online,74,Medio,Muy bueno
715,Online,54,Bajo,Muy bueno
716,Online,77,Medio,Bueno
719,Online,88,Medio,Bueno
723,Online,79,Medio,Pobre
725,Online,76,Medio,Pobre
727,Online,71,Medio,Muy bueno
728,Online,99,Alto,Regular
731,Online,63,Medio,Muy bueno
732,Online,98,Alto,Regular
733,Online,68,Medio,Regular
735,Online,85,Medio,Pobre
736,Online,94,Alto,Excelente
742,Online,86,Medio,Excelente
743,Online,65,Bajo,Bueno
744,Online,95,Alto,Pobre
746,Online,51,Bajo,Regular
747,Online,65,Bajo,Excelente
748,Online,63,Bajo,Regular
749,Online,67,Bajo,Excelente
752,Online,54,Bajo,Excelente
755,Online,50,Bajo,Excelente
757,Online,79,Medio,Pobre
767,Online,95,Alto,Muy bueno
770,Online,73,Medio,Regular
774,Online,51,Bajo,Pobre
776,Online,73,Medio,Pobre
777,Online,62,Bajo,Pobre
778,Online,57,Bajo,Pobre
779,Online,99,Alto,Pobre
781,Online,82,Medio,Bueno
783,Online,77,Medio,Regular
788,Online,87,Medio,Pobre
791,Online,90,Alto,Regular
792,Online,100,Alto,Bueno
794,Online,82,Medio,Bueno
796,Online,65,Bajo,Regular
797,Online,94,alto,Excelente
799,Online,75,Medio,Muy bueno
800,Online,65,Bajo,Excelente
801,Online,52,Bajo,Excelente
805,Online,76,Medio,Excelente
806,Online,56,Bajo,Pobre
808,Online,62,Bajo,Bueno
809,Online,55,Bajo,Excelente
810,Online,82,Medio,Bueno
813,Online,96,alto,Regular
816,Online,73,Medio,Muy bueno
817,Online,86,Medio,Regular
818,Online,58,Bajo,Regular
823,Online,80,Medio,Pobre
825,Online,77,Medio,Muy bueno
826,Online,91,alto,Regular
827,Online,87,Medio,Regular
833,Online,58,Bajo,Muy bueno
836,Online,88,Medio,Muy bueno
837,Online,79,Medio,Regular
838,Online,90,alto,Muy bueno
839,Online,100,alto,Regular
841,Online,71,Medio,Regular
843,Online,91,alto,Pobre
845,Online,63,Bajo,Excelente
847,Online,64,Bajo,Regular
849,Online,83,Medio,Bueno
850,Online,69,Bajo,Excelente
855,Online,75,Medio,Excelente
858,Online,58,Bajo,Excelente
862,Online,81,Medio,Pobre
866,Online,57,Bajo,Regular
867,Online,77,Medio,Pobre
869,Online,53,Bajo,Regular
872,Online,77,Medio,Pobre
873,Online,51,Bajo,Pobre
876,Online,100,Alto,Bueno
879,Online,52,Bajo,Pobre
880,Online,86,Medio,Muy bueno
881,Online,96,Alto,Bueno
883,Online,56,Bajo,Pobre
887,Online,55,Bajo,Excelente
892,Online,80,Medio,Muy bueno
893,Online,85,Medio,Muy bueno
894,Online,87,Medio,Muy bueno
896,Online,77,Medio,Bueno
897,Online,52,Bajo,Pobre
900,Online,87,Medio,Pobre
902,Online,99,Alto,Excelente
905,Online,94,Alto,Excelente
910,Online,94,Alto,Muy bueno
911,Online,87,Medio,Excelente
920,Online,57,Bajo,Bueno
921,Online,66,Bajo,Pobre
924,Online,58,Bajo,Muy bueno
925,Online,98,Alto,Excelente
926,Online,96,Alto,Bueno
929,Online,69,Bajo,Bueno
932,Online,69,Bajo,Excelente
933,Online,82,Medio,Pobre
936,Online,73,Medio,Excelente
938,Online,66,Bajo,Muy bueno
941,Online,86,Medio,Excelente
942,Online,87,Medio,Bueno
943,Online,71,Medio,Excelente
945,Online,74,Medio,Pobre
946,Online,62,Bajo,Regular
948,Online,80,Medio,Excelente
949,Online,68,Bajo,Pobre
950,Online,97,Alto,Pobre
953,Online,50,Bajo,Bueno
954,Online,71,Medio,Pobre
956,Online,90,Alto,Pobre
958,Online,61,Bajo,Pobre
959,Online,60,Bajo,Pobre
961,Online,63,Bajo,Muy bueno
962,Online,53,Bajo,Muy bueno
966,Online,90,Alto,Bueno
967,Online,82,Medio,Excelente
969,Online,77,Medio,Pobre
976,Online,90,Alto,Excelente
978,Online,58,Bajo,Excelente
979,Online,70,Medio,Bueno
980,Online,66,Bajo,Pobre
983,Online,60,Bajo,Pobre
984,Online,54,Bajo,Regular
985,Online,83,Medio,Excelente
990,Online,70,Medio,Excelente
994,Online,90,Alto,Muy bueno
998,Online,76,Medio,Regular
